region,country,year,series,value,footnotes,source,pop,lifeExp,gdpPercap
380,Italy,1985,Emissions per capita (metric tons of carbon dioxide),6.044,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,1995,Emissions per capita (metric tons of carbon dioxide),7.056,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,2005,Emissions per capita (metric tons of carbon dioxide),7.844,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,2010,Emissions per capita (metric tons of carbon dioxide),6.552,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,2015,Emissions per capita (metric tons of carbon dioxide),5.428,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,2016,Emissions per capita (metric tons of carbon dioxide),5.371,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
380,Italy,2017,Emissions per capita (metric tons of carbon dioxide),5.31,Including San Marino.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",58147733,80.546,28569.7197
388,Jamaica,1975,Emissions (thousand metric tons of carbon dioxide),7448.304,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,1985,Emissions (thousand metric tons of carbon dioxide),4669.488,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,1995,Emissions (thousand metric tons of carbon dioxide),8417,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2005,Emissions (thousand metric tons of carbon dioxide),10281.648,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2010,Emissions (thousand metric tons of carbon dioxide),6930.89,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2015,Emissions (thousand metric tons of carbon dioxide),6992.686,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2016,Emissions (thousand metric tons of carbon dioxide),7524.926,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2017,Emissions (thousand metric tons of carbon dioxide),6971.666,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,1975,Emissions per capita (metric tons of carbon dioxide),3.673,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,1985,Emissions per capita (metric tons of carbon dioxide),1.996,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,1995,Emissions per capita (metric tons of carbon dioxide),3.318,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2005,Emissions per capita (metric tons of carbon dioxide),3.746,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2010,Emissions per capita (metric tons of carbon dioxide),2.46,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2015,Emissions per capita (metric tons of carbon dioxide),2.435,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2016,Emissions per capita (metric tons of carbon dioxide),2.612,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
388,Jamaica,2017,Emissions per capita (metric tons of carbon dioxide),2.412,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2780132,72.567,7320.880262
392,Japan,1975,Emissions (thousand metric tons of carbon dioxide),849909.997,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,1985,Emissions (thousand metric tons of carbon dioxide),866233.818,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,1995,Emissions (thousand metric tons of carbon dioxide),1118246.59,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2005,Emissions (thousand metric tons of carbon dioxide),1166814.399,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2010,Emissions (thousand metric tons of carbon dioxide),1127152.038,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2015,Emissions (thousand metric tons of carbon dioxide),1155666.505,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2016,Emissions (thousand metric tons of carbon dioxide),1146887.524,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2017,Emissions (thousand metric tons of carbon dioxide),1132435.4,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,1975,Emissions per capita (metric tons of carbon dioxide),7.604,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,1985,Emissions per capita (metric tons of carbon dioxide),7.156,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,1995,Emissions per capita (metric tons of carbon dioxide),8.915,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2005,Emissions per capita (metric tons of carbon dioxide),9.133,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2010,Emissions per capita (metric tons of carbon dioxide),8.803,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2015,Emissions per capita (metric tons of carbon dioxide),9.092,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2016,Emissions per capita (metric tons of carbon dioxide),9.035,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
392,Japan,2017,Emissions per capita (metric tons of carbon dioxide),8.938,Data include Okinawa.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",127467972,82.603,31656.06806
400,Jordan,1975,Emissions (thousand metric tons of carbon dioxide),2151.025,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,1985,Emissions (thousand metric tons of carbon dioxide),7474.582,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,1995,Emissions (thousand metric tons of carbon dioxide),12194.147,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2005,Emissions (thousand metric tons of carbon dioxide),17922.443,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2010,Emissions (thousand metric tons of carbon dioxide),18801.144,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2015,Emissions (thousand metric tons of carbon dioxide),23785.053,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2016,Emissions (thousand metric tons of carbon dioxide),23834.961,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2017,Emissions (thousand metric tons of carbon dioxide),25550.14,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,1975,Emissions per capita (metric tons of carbon dioxide),1.043,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,1985,Emissions per capita (metric tons of carbon dioxide),2.581,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,1995,Emissions per capita (metric tons of carbon dioxide),2.667,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2005,Emissions per capita (metric tons of carbon dioxide),3.137,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2010,Emissions per capita (metric tons of carbon dioxide),2.618,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2015,Emissions per capita (metric tons of carbon dioxide),2.597,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2016,Emissions per capita (metric tons of carbon dioxide),2.521,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
400,Jordan,2017,Emissions per capita (metric tons of carbon dioxide),2.633,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6053193,72.535,4519.461171
404,Kenya,1975,Emissions (thousand metric tons of carbon dioxide),3460.622,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,1985,Emissions (thousand metric tons of carbon dioxide),4592.785,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,1995,Emissions (thousand metric tons of carbon dioxide),5729.446,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2005,Emissions (thousand metric tons of carbon dioxide),7483.192,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2010,Emissions (thousand metric tons of carbon dioxide),11209.779,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2015,Emissions (thousand metric tons of carbon dioxide),14721.841,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2016,Emissions (thousand metric tons of carbon dioxide),16266.163,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2017,Emissions (thousand metric tons of carbon dioxide),16264.973,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,1975,Emissions per capita (metric tons of carbon dioxide),0.257,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,1985,Emissions per capita (metric tons of carbon dioxide),0.234,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,1995,Emissions per capita (metric tons of carbon dioxide),0.21,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2005,Emissions per capita (metric tons of carbon dioxide),0.208,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2010,Emissions per capita (metric tons of carbon dioxide),0.271,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2015,Emissions per capita (metric tons of carbon dioxide),0.312,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2016,Emissions per capita (metric tons of carbon dioxide),0.336,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
404,Kenya,2017,Emissions per capita (metric tons of carbon dioxide),0.327,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",35610177,54.11,1463.249282
414,Kuwait,1975,Emissions (thousand metric tons of carbon dioxide),15107.406,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,1985,Emissions (thousand metric tons of carbon dioxide),36749.463,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,1995,Emissions (thousand metric tons of carbon dioxide),32351.708,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2005,Emissions (thousand metric tons of carbon dioxide),64750.023,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2010,Emissions (thousand metric tons of carbon dioxide),77004.456,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2015,Emissions (thousand metric tons of carbon dioxide),91638.915,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2016,Emissions (thousand metric tons of carbon dioxide),93178.766,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2017,Emissions (thousand metric tons of carbon dioxide),89420.615,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,1975,Emissions per capita (metric tons of carbon dioxide),14.739,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,1985,Emissions per capita (metric tons of carbon dioxide),21.133,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,1995,Emissions per capita (metric tons of carbon dioxide),20.082,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2005,Emissions per capita (metric tons of carbon dioxide),28.437,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2010,Emissions per capita (metric tons of carbon dioxide),25.685,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2015,Emissions per capita (metric tons of carbon dioxide),23.282,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2016,Emissions per capita (metric tons of carbon dioxide),22.99,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
414,Kuwait,2017,Emissions per capita (metric tons of carbon dioxide),21.615,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",2505559,77.588,47306.98978
422,Lebanon,1975,Emissions (thousand metric tons of carbon dioxide),5709.367,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,1985,Emissions (thousand metric tons of carbon dioxide),6614.05,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,1995,Emissions (thousand metric tons of carbon dioxide),12829.853,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2005,Emissions (thousand metric tons of carbon dioxide),14523.599,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2010,Emissions (thousand metric tons of carbon dioxide),18293.3,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2015,Emissions (thousand metric tons of carbon dioxide),24619.15,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2016,Emissions (thousand metric tons of carbon dioxide),25460.51,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2017,Emissions (thousand metric tons of carbon dioxide),26931.044,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,1975,Emissions per capita (metric tons of carbon dioxide),2.216,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,1985,Emissions per capita (metric tons of carbon dioxide),2.471,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,1995,Emissions per capita (metric tons of carbon dioxide),4.23,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2005,Emissions per capita (metric tons of carbon dioxide),3.643,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2010,Emissions per capita (metric tons of carbon dioxide),4.218,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2015,Emissions per capita (metric tons of carbon dioxide),4.208,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2016,Emissions per capita (metric tons of carbon dioxide),4.238,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
422,Lebanon,2017,Emissions per capita (metric tons of carbon dioxide),4.428,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",3921278,71.993,10461.05868
434,Libya,1975,Emissions (thousand metric tons of carbon dioxide),8670.6,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,1985,Emissions (thousand metric tons of carbon dioxide),21243.693,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,1995,Emissions (thousand metric tons of carbon dioxide),32953.725,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2005,Emissions (thousand metric tons of carbon dioxide),43101.459,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2010,Emissions (thousand metric tons of carbon dioxide),48181.967,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2015,Emissions (thousand metric tons of carbon dioxide),42725.711,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2016,Emissions (thousand metric tons of carbon dioxide),41056.051,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2017,Emissions (thousand metric tons of carbon dioxide),41528.35,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,1975,Emissions per capita (metric tons of carbon dioxide),3.278,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,1985,Emissions per capita (metric tons of carbon dioxide),5.484,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,1995,Emissions per capita (metric tons of carbon dioxide),6.659,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2005,Emissions per capita (metric tons of carbon dioxide),7.44,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2010,Emissions per capita (metric tons of carbon dioxide),7.81,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2015,Emissions per capita (metric tons of carbon dioxide),6.853,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2016,Emissions per capita (metric tons of carbon dioxide),6.524,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
434,Libya,2017,Emissions per capita (metric tons of carbon dioxide),6.514,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",6036914,73.952,12057.49928
458,Malaysia,1975,Emissions (thousand metric tons of carbon dioxide),16217.173,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",24821286,74.241,12451.6558
